Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g)
vegan,"Spinach, sweet potato & lentil dhal",middle eastern,73.66,251.11,18.46
vegan,"Crispy Potato, Onion, and Mushroom Rösti Recipe",french,12.68,80.54,68.43
vegan,Carrot Dog Pigs in a Blanket,american,27.61,150.93,9.46
vegan,Mung Dal shorba (mung dal soup),american,9.88,25.24,76.3
vegan,Quinoa Chickpea Salad with Roasted Red Pepper Hummus Dressing,mediterranean,26.62,89.01,9.54
vegan,Stuffed Mediterranean Baked Potato,mediterranean,45.76,218.21,22.86
vegan,Homemade Seitan,italian,253.43,128.26,12.5
vegan,Tastiest Miso Soup,japanese,43.75,124.7,46.01
vegan,Black Bean Corn Avocado Salsa,mexican,46.41,182.86,145.78
vegan,Spinach with Pine Nuts and Raisins,american,37.77,162.01,62.19
vegan,Pasta with Broccoli Pesto,italian,82.43,393.15,60.18
vegan,"Squash, Kale, and Wild Rice Pilaf",mediterranean,38.08,199.4,27.49
vegan,Sesame parsnip & wild rice tabbouleh,middle eastern,40.07,233.5,72.6
vegan,"Cabbage, Bean and Crispy Cale Soup",french,95.38,399.58,45.6
vegan,Creamy Matcha White Chocolate Pudding,british,13.22,81.76,47.48
vegan,Strawberry Nice Cream,american,5.66,89.79,2.18
vegan,"Chickpea, tomato & spinach curry",indian,79.3,242.05,65.03
vegan,Avocado Pesto Pasta,italian,31.84,118.21,296.65
vegan,Chole Masala,indian,48.03,168.93,27.82
vegan,Asian Eggplant Stir fry,asian,15.96,120.62,15.11
vegan,Quinoa Chili,american,89.06,298.89,14.26
vegan,Mushroom Tacos with Charred-Corn Salsa,mexican,31.89,162.99,116.81
vegan,Thai-Scented Asparagus Soup,south east asian,39.86,85.84,109.29
vegan,General Tso's Cauliflower,chinese,26.4,58.48,52.18
vegan,Brown Rice Risotto with Mushrooms,italian,42.67,384.54,95.64
vegan,Sweet Potato Chickpea Curry,mexican,52.71,195.01,46.65
vegan,Choc-cherry fudge torte with cherry sorbet,mediterranean,62.73,1054.37,159.57
vegan,Hearty White Bean and Spinach Soup with Rosemary and Garlic Recipe,french,38.21,121.5,56.68
vegan,"Cucumber, Shallot, and Tomato Salad",american,5.57,39.21,14.3
vegan,Recipe: Curried Cauliflower Chowder,american,30.01,134.87,86.19
vegan,Corn & split pea chowder,american,76.4,287.4,27.47
vegan,Pumpkin Pie Nice Cream,american,9.86,168.39,3.01
vegan,Warm Farro with Mushrooms and Crispy Beets,japanese,32.67,143.15,30.32
vegan,Tofu Cashew Noodles With Snow Peas,asian,132.93,276.79,137.04
vegan,Cannellini Bean & Roasted Red Pepper Sandwich,italian,88.04,263.7,20.91
vegan,Spicy Pineapple and Tequila Sorbet Recipe,italian,5.46,326.46,1.24
vegan,Ají (Colombian-Style Tomato and Onion Salsa) Recipe,mexican,2.92,12.61,0.63
vegan,Smoked Cauliflower Soup,american,49.78,134.47,17.29
vegan,No-Cook Black Bean Salad,american,44.49,159.15,61.72
vegan,Buffalo-Style Quinoa Chili,american,39.63,187.22,25.32
vegan,Seitan & black bean stir-fry,asian,119.84,191.43,53.95
vegan,Kadala curry,indian,73.23,254.76,89.89
vegan,Greek Salad Wraps,mediterranean,62.05,275.99,93.62
vegan,Cauliflower curry,indian,26.67,98.4,82.57
vegan,Savory Tempeh Crumbles,american,43.86,24.95,34.17
vegan,Thai-Style Chopped Salad with Sriracha Tofu,south east asian,73.37,51.78,97.29
vegan,Steamed Jackfruit Buns,mediterranean,32.97,516.13,79.82
vegan,Roasted Sweet Potato Salad,south american,18.94,150.93,49.5
vegan,Spiced aubergine bake,indian,45.99,265.59,132.97
vegan,Raw Kale Salad With Honey Apple Cider Vinaigrette,american,14.09,68.15,77.95
vegan,Cook the Book: Bengali Squash with Chickpeas,indian,19.96,116.01,49.17
vegan,Sri Lankan runner bean curry,indian,34.33,107.96,119.4
vegan,"Ajo Blanco (Spanish Chilled ""White Gazpacho"" Bread and Almond Soup) Recipe",mediterranean,43.39,90.72,95.4
vegan,Chickpea patties,american,55.28,157.14,36.8
vegan,Twice-Roasted Miniature Pumpkins with Onions and Thyme,american,31.28,151.92,57.22
vegan,Raw hazelnut brownies with chocolate ganache,french,64.45,516.22,181.61
vegan,Miso Ramen with Roasted Vegetables,japanese,103.59,601.06,169.47
vegan,Curried Potato and Carrot Soup Recipe,american,42.88,322.28,109.06
vegan,Roasted Cauliflower with Tahini and Goji Berries Recipe,mediterranean,17.46,53.43,37.31
vegan,Thai Curry Ice Cream,south east asian,18.6,248.87,156.02
vegan,Butternut Squash and Black Bean Tacos,mexican,49.82,230.23,66.95
vegan,Quinoa Black Bean Summer Salad with Tahini Dressing,mediterranean,118.34,461.48,66.81
vegan,Spicy Beet and Spinach Stir-Fry Over Sesame Rice,south east asian,22.09,186.31,39.09
vegan,Sticky noodles with homemade hoisin,asian,28.65,123.53,25.96
vegan,Coconut curry noodle bowl,asian,109.71,374.79,157.21
vegan,"Roasted cauliflower, tomato and chickpea bowl",mediterranean,73.87,345.96,60.67
vegan,Teriyaki Tofu Summer Rolls,asian,71.8,259.72,28.1
vegan,Kisir,middle eastern,42.33,270.29,107.38
vegan,Black Bean Burgers,american,77.08,309.03,45.43
vegan,Thai Zucchini-Coconut Soup,south east asian,14.83,79.0,57.34
vegan,Press-In Gluten-Free Pie Crust,american,36.74,100.91,130.56
vegan,Spice-crusted tofu with kumquat radish salad,asian,49.48,66.44,56.12
vegan,Cauliflower + Red Lentil Curry,indian,71.24,193.75,117.33
vegan,Indian Saag with Chickpeas,indian,84.13,249.24,57.59
vegan,Lots O'Laksa (Malaysian-Style Chicken Soup),south east asian,153.7,174.14,182.31
vegan,Balsamic Mushroom Pasta,italian,69.05,225.51,60.5
vegan,Healthy & Delicious: Herb-Scalloped Potatoes Recipe,french,44.55,169.93,17.37
vegan,Moroccan Pumpkin and Chickpea Stew,middle eastern,13.47,63.18,4.32
vegan,Marshmallow Cream,american,71.91,730.58,0.09
vegan,Sweet Potato Hash Stuffed Portobello Mushrooms,south american,25.75,112.86,81.42
vegan,Pickled Red Onions,american,3.43,38.47,0.31
vegan,"Potato, Asparagus & Mushroom Hash",american,25.67,131.88,43.33
vegan,Pasta With Braised Broccoli and Tomato Recipe,italian,99.53,467.16,68.61
vegan,German American Potato Salad,central europe,30.46,213.44,110.53
vegan,Chocolate Icebox Cake,american,66.39,297.87,259.06
vegan,Lentil Burgers,nordic,99.48,315.18,31.22
vegan,"Summer Quinoa Salad, Mexican-Style",mexican,34.44,181.0,48.88
vegan,Kale and Potato Mash with Romesco Sauce,mediterranean,31.94,198.87,30.33
vegan,Creamy Ginger-Asparagus Soup,mediterranean,15.29,60.62,81.98
vegan,"Sweet Potato, Kale & Chicken Salad with Peanut Dressing",mediterranean,126.37,117.56,71.8
vegan,Whipped Frozen Pink Lemonade,french,6.45,137.75,48.82
vegan,Buddha bowl with grilled tofu and gluten-free white beer,asian,91.78,255.89,70.28
vegan,Stewed Chickpeas and Chard over Garlic Toast,french,59.12,224.37,60.29
vegan,Tuscan white beans w/ roasted vegetables,italian,149.35,411.98,43.73
vegan,"Tamari Roasted ""Crack"" Almonds",british,64.31,63.69,142.94
vegan,Chia Chipotle Dressing From 'Salad Samurai',american,3.5,34.27,31.23
vegan,Squash Risotto,italian,59.38,209.97,32.81
vegan,Hippie Loaf,american,44.17,172.18,17.81
vegan,"Carrot and Rye Berry Salad With Celery, Cilantro, and Marcona Almonds Recipe",american,38.18,117.41,114.49
vegan,Smoky Tofu Chili,asian,69.77,135.28,48.41
vegan,Quinoa Stuffed Peppers,mediterranean,114.85,276.83,160.19
vegan,Gobhi Mussallam,indian,44.76,75.01,68.9
vegan,Roasted aloo gobi,indian,36.81,175.89,66.91
vegan,Tahini Noodles,asian,97.68,440.21,72.93
vegan,Chocolate Coconut Ice Cream Mochi,american,45.56,469.36,233.65
vegan,Rainbow Swiss Chard and Lemon Stir-Fry,chinese,29.15,167.53,51.66
vegan,'Akara' aka bean or lentil fritters,mediterranean,48.67,130.15,44.12
vegan,Braised Winter Vegetable Pasta,italian,59.4,297.09,35.46
vegan,Favorite Fall Orzo Salad,american,50.82,207.74,89.08
vegan,Sneaky Collards Recipe,american,55.67,118.96,38.34
vegan,Best veggie stir fry,chinese,46.21,246.43,202.85
vegan,The Crisper Whisperer: Gingered Butternut Soup Recipe,american,62.04,340.05,47.92
vegan,Tofu Poke,asian,72.95,157.18,65.14
vegan,Hummus and Mint Veggie Burgers,nordic,75.73,270.57,86.9
vegan,Thin Mint Smoothie,world,5.29,44.03,10.04
vegan,Beans and Mushrooms,american,20.79,96.31,56.46
vegan,"Lentil Salad With Cauliflower, Walnuts, and Roasted Orange Vinaigrette Recipe",american,127.46,364.61,229.66
vegan,Quick & Dirty Slow Cooker Vegetarian Chili,american,98.97,331.17,43.99
vegan,Chickpea & Jackfruit Curry,indian,45.55,246.68,68.46
vegan,Grilled Tofu with Chimichurri on Toast,asian,91.17,111.42,160.34
vegan,Korean Stewed Tofu with a Green Onion Salad and Crisp Bacon,asian,79.06,64.73,74.17
vegan,Jackfruit Carnitas,mexican,23.56,421.86,49.12
vegan,Vegetarian Mushroom Thyme Gravy,south american,14.75,67.01,72.71
vegan,Well-Crafted Macaroni and Cheese Mix,american,127.15,164.38,70.78
vegan,Easy Black-Bean Corn Salad,mexican,64.0,208.35,10.35
vegan,Banana Heavens Little Pig (Spanish Custard Dessert),mediterranean,48.41,518.39,148.52
vegan,The Ultimate Raw Taco,mexican,9.88,40.98,30.65
vegan,Rosemary Alu Paratha (Potato Parathas with Fresh Rosemary),american,41.76,256.51,19.4
vegan,One-Pot Lentils & Rice with Spinach,middle eastern,58.84,235.58,48.83
vegan,Toni Fiore's Millet Beet Burger,american,47.33,241.3,45.89
vegan,Smoky Tempeh and Hummus Sandwiches,mediterranean,119.5,247.13,98.81
vegan,Mini nut roasts with candied carrots,american,421.72,1636.67,267.25
vegan,Chickpea Cashew Curry,indian,59.38,196.66,104.83
vegan,Easy Middle Eastern Fried Tomatoes: Jordanian Galayet Bandora,middle eastern,6.26,33.5,55.18
vegan,"Whole-Grain Wraps with Quinoa, Beans, and Roasted Veggies",american,126.07,229.3,164.88
vegan,White Beans with Herbes de Provence,world,29.17,125.36,49.62
vegan,Chickpea Piccata,italian,39.19,142.48,14.77
vegan,Recipe: Purple Cauliflower Hummus,mediterranean,3.34,19.69,67.86
vegan,Instant Pot Vegetarian Chili,american,99.51,330.95,22.49
vegan,"No-Churn Mango Sherbet (Sorbet, Frozen Yogurt, or Ice Cream!)",american,7.92,125.36,6.46
vegan,Feta Stuffed Eggplant Polpetti,mediterranean,20.16,85.67,20.56
vegan,Cinnamon Spiced Nuts,american,94.41,129.09,412.23
vegan,Israeli Couscous Salad,middle eastern,42.92,203.37,40.93
vegan,Cranberry Curry and Mint Cashew Butter,american,9.16,16.16,41.83
vegan,Tofu Pesto,asian,49.91,68.57,242.68
vegan,"Tofu and Kale Salad With Avocado, Grapefruit, and Miso-Tahini Dressing Recipe",mediterranean,46.85,81.27,131.61
vegan,Mediterranean Cabbage Soup,mediterranean,47.06,183.94,31.28
vegan,Mother's Day Mexican Veggie Burgers,mexican,122.64,405.33,43.13
vegan,"Pasta Sauce, Elevated",italian,63.83,211.59,40.86
vegan,Jackfruit Barbacoa Burrito Bowls,mexican,40.22,496.18,35.97
vegan,Spicy Thai Peanut Kelp Noodle Pad Thai,south east asian,92.67,357.52,68.86
vegan,Make-Ahead Zucchini and Quinoa Dill Bisque Recipe,french,36.29,102.42,28.8
vegan,Pearl Couscous Chicken Salad with Roasted Asparagus and Herbs,nordic,203.05,397.74,97.26
vegan,Slow-Cooker Creamy Butternut Squash-Apple Soup,french,17.22,204.62,24.8
vegan,Potato Salad with Parsley Pesto,french,24.8,160.68,133.13
vegan,Vietnamese Citrus and Noodle Salad With Fresh Herbs and Fried Yuba (Tofu Skin) Recipe,asian,53.49,256.92,308.86
vegan,Andrea Nguyen's Saag Soy Paneer,indian,50.48,52.34,95.34
vegan,Harvest-Stuffed Portobello Mushrooms,mediterranean,86.71,237.42,95.53
vegan,Thai Summer Squash Curry,south east asian,77.15,228.01,65.94
vegan,Stir-Fried Broccoli and Shiitake Mushrooms with Oyster Sauce,mediterranean,23.13,64.29,31.52
vegan,Instant Pot Vegetable Soup,italian,45.98,152.64,31.25
vegan,Stuffed Portobello Mushroom Caps with Roasted Root Vegetable Risotto,italian,57.13,259.37,52.6
vegan,Chickpea Spaghetti With Roasted Vegetables,italian,62.65,351.35,43.49
vegan,Gluten-Free Chocolate-Chip Zucchini Bread Squares Recipe,american,29.52,285.85,115.17
vegan,Black Girl Baking is a Journey in Food Memories Told Through the Senses,american,60.23,403.78,375.91
vegan,Homemade Crunchy Nutella Recipe,american,32.92,349.55,252.31
vegan,Tofu Mexicali Scramble Recipe,asian,63.61,154.85,64.2
vegan,Green Coconut Zoodle Soup,american,24.81,104.19,130.69
vegan,"Sticky Rice Cake with Coconut, Ginger & Condensed Coconut Milk",south east asian,56.93,434.64,324.66
vegan,Cook the Book: Quinoa with Chimichurri Herbs,south american,27.28,135.59,51.58
vegan,Quinoacado Tacos with Charred Corn and Fruit Salsa,mexican,42.79,258.64,86.54
vegan,Summertime Potluck Puttanesca,italian,80.09,424.04,125.3
vegan,The Best Vegetarian Bean Chili Recipe,american,138.0,434.9,67.01
vegan,"Cranberry Orange Cornbread with Orange ""Butter""",american,43.91,543.24,123.1
vegan,Dairy-Free Pumpkin Pie,american,27.39,364.75,119.43
vegan,Autumn Curry with Pumpkin and Chickpeas,indian,121.86,507.04,158.57
vegan,'Clean Start': Chewy Chocolate Macaroons Recipe,french,23.58,248.33,174.13
vegan,"Zucchini, Almond, and Mint Soup with Lemony Lentils",french,70.76,141.49,112.43
vegan,Spanish Chickpea Gratin,mediterranean,83.94,288.01,108.84
vegan,French in a Flash: Parsnip Purée with Olive Oil and Sage,american,12.47,172.38,71.85
vegan,Easy Walnut Pesto,italian,85.28,44.39,80.87
vegan,Country-Style Tomato and Cilantro Broth,mediterranean,0.36,1.83,0.1
vegan,Quinoa & Sweet Potato Chili,american,58.05,237.62,28.37
vegan,Quinoa Salad with Roasted Beets and Baby Spinach,american,76.97,301.5,97.26
vegan,Dinner Tonight: Caramelized Tofu with Brussels Sprouts Recipe,asian,29.77,57.5,74.44
vegan,Stir-Fried Garlic Eggplant with Ground Pork Recipe,south east asian,29.35,42.31,68.44
vegan,Sweet Potato Cake with Cashew Cream Cheese Frosting,american,48.54,390.74,138.94
vegan,Black Bean Corn Tamales,south american,152.27,798.89,84.75
vegan,Pappardelle with Artichoke Chickpea Meatballs,mediterranean,252.44,1115.32,150.17
vegan,Curried Cauliflower Soup with Tamarind Glazed Kabocha Squash and Apple,american,49.51,207.1,47.15
vegan,Citrus Ginger Tofu Salad with Buckwheat Soba Noodles,asian,88.65,188.32,96.04
vegan,Cook the Book: Coconut Rice with Variations,south american,14.84,118.9,44.97
vegan,Maple Hasselback Butternut Squash Recipe,american,10.25,146.75,18.23
vegan,Fresh Tomato Soup,italian,11.49,61.53,48.05
vegan,Dinner Tonight: Farro Salad with Roasted Kale and Beets Recipe,italian,104.08,384.58,73.85
vegan,Tom Kha Udon Soup With Mushrooms Recipe,south east asian,134.56,719.89,87.81
vegan,Lemon and Saffron Risotto,italian,39.75,341.75,61.86
vegan,Vegetarian Butternut Squash Chili with Black Beans,american,78.55,261.64,35.03
vegan,Instant Pot Curry,south east asian,53.58,198.48,112.46
vegan,Sweet Potato Soup with Crispy Tortilla Topping,french,92.0,316.83,126.56
vegan,Edamame Gyoza,south east asian,72.45,357.2,30.33
vegan,Raw Harvest Kale Salad,american,13.24,95.77,49.0
vegan,Rye and Butternut Squash Dressing,american,93.11,546.51,72.18
vegan,Classic Beans and Greens Tacos,mexican,102.35,375.3,101.68
vegan,Spring Vegetarian Cassoulet,french,32.57,148.59,123.4
vegan,Gluten-Free Tuesday: Allergen-free Chocolate Pumpkin Spice Cake,american,26.21,445.66,124.96
vegan,Vegetarian Slow-Cooker Chili Recipe,american,57.47,182.49,20.72
vegan,Rich Roll's Ultra Meatless Tempeh Loaf,american,132.02,238.22,222.53
vegan,French Toast with Blueberry Compote,french,58.55,366.33,222.47
vegan,Whipped Frozen Creamsicle,world,5.17,46.29,24.93
vegan,Pandan Khanom Chan (Layered Rice Sweets) Recipe,south east asian,32.01,974.19,55.15
vegan,Recipe: Garlicky Soba Noodle Bowls,asian,38.89,187.15,11.12
vegan,Basic Chili Paste to Replace Chili Powder Recipe,american,22.16,24.7,9.29
vegan,"Instant Pot Bengali Red Lentil, Potato, Pea, and Cauliflower Risotto",italian,58.03,232.18,74.27
vegan,Southwest-Stuffed Sweet Potato Skins,american,83.88,491.68,44.65
vegan,Red Lentil Soup,british,62.77,197.6,24.27
vegan,Vegetarian Gumbo,american,115.35,568.37,92.32
vegan,Slow-Cooker Mediterranean Stew,american,46.14,170.31,56.55
vegan,Tempeh and Eggplant Pot Pies,american,34.58,204.76,101.42
vegan,"Avocado with Pomegranate Molasses, Tomatoes, Citrus, and Basil",american,11.52,57.04,57.09
vegan,Grilled Cauliflower Steaks with Almond Pesto & Butter Beans,british,111.57,303.83,116.4
vegan,French Caramelized Onion Tart,american,34.83,216.01,134.76
vegan,Sri Lankan braised roots stew & coconut dhal dumplings,american,73.76,361.63,159.57
vegan,curried lentils with sweet potatoes.,indian,89.51,311.47,14.88
vegan,One-Pot Coconut Milk Curry with Chickpeas,indian,51.92,198.04,128.18
vegan,Zucchini-Chickpea Veggie Burgers with Tahini-Ranch Sauce,mediterranean,67.07,233.11,68.11
vegan,"Squash, chickpea & coconut curry",indian,61.08,278.25,160.2
vegan,"Gardein ""Chicken"" Scaloppini with Shiitake Sake Sauce, Pea Shoots, and Udon Noodle Cakes",asian,34.07,155.84,189.14
vegan,Lisa's Delicious 3-Bean Chili,american,117.41,384.6,19.06
vegan,Matcha Mint Chip Ice Cream,american,15.15,165.73,147.34
vegan,Tomato and Farro Minestrone,italian,76.22,303.4,23.42
vegan,"Chickpea, Potato, and Spinach Jalfrezi With Cilantro Chutney Recipe",indian,57.59,242.68,57.44
vegan,Midtown Greek Salad,mediterranean,57.49,93.94,130.53
vegan,Flat-Belly Soup,french,42.63,188.44,28.24
vegan,"Charred Corn, Radish, Jicama, and Green Bean Salad With Lime Dressing Recipe",japanese,13.52,81.22,72.01
vegan,Vegetarian Ghormeh Sabzi for times of plague,mediterranean,151.41,566.8,118.61
vegan,Seitan and Polenta Skillet with Fresh Greens,japanese,161.96,480.09,71.68
vegan,Strawberry Oat Crumble Bars,american,46.72,547.43,158.32
vegan,Sweet Potato & Spinach Dal,central europe,61.47,175.5,31.64
vegan,"Roasted Garlic, White Bean & Kale Pizz'alad",italian,81.4,351.98,63.0
vegan,Cook the Book: Moroccan-Style Braised Vegetables,middle eastern,47.3,150.7,40.81
vegan,Slow-Cooker Vegetarian Tex-Mex Casserole,mexican,76.56,248.92,115.38
vegan,Greek Style Chickpea soup,mediterranean,99.72,335.36,145.56
vegan,Roasted Mediterranean Vegetables with Chickpeas,mediterranean,56.91,237.33,42.09
vegan,Potato Cauliflower Chaat (for an American kitchen),american,50.51,311.9,83.16
vegan,Pad Thai Redux,south east asian,19.72,132.77,52.76
vegan,Asian-style Cabbage Slaw w/Tofu and Crunchy Ramen,japanese,35.24,95.9,42.98
vegan,Roasted-Carrot Salad With Peanut-Sesame Mole Recipe,italian,36.63,126.8,114.44
vegan,Mushroom-Tofu-Pecan Stuffed Vegetables,american,188.05,220.59,262.31
vegan,Quinoa with Curried Cauliflower & Potatoes,indian,26.99,130.18,67.17
vegan,Low-Carb Portobello Mushroom Fajitas,mexican,41.49,111.46,148.41
vegan,Healthy and Delicious: Confetti Quinoa Salad Recipe,south american,105.2,380.79,31.22
vegan,Pistachio-Crusted Tofu with Red Chimichurri Recipe,asian,69.87,99.93,149.91
vegan,Baby Artichokes with Lemon and Olive Oil,mediterranean,90.34,307.15,220.77
vegan,"Portobello Mushrooms Stuffed with Spinach, Parmesan and Fennel",mediterranean,88.96,74.56,105.46
vegan,Chili Lime Black Bean and Quinoa Salad,american,75.94,358.72,75.25
vegan,Holiday Slow Cooker Veggie Chili,american,126.44,521.3,33.18
vegan,Pumpkin Tiramisu Recipe,italian,62.91,1228.6,366.25
vegan,"Carrot, Ginger, and Basil Soup Recipe",american,35.0,62.3,18.06
vegan,Eat for Eight Bucks: Farro and Cauliflower Salad with Currants Recipe,mediterranean,63.82,237.21,44.88
vegan,"Healthy and Delicious: Shredded Beet, Apple, and Currant Salad with Apple Vinaigrette Recipe",french,8.36,137.62,28.48
vegan,Versatile Lentil Stew,italian,64.06,178.01,50.35
vegan,Spicy Tortilla Crisps with Queso Fundito from 'Salty Snacks',american,54.74,49.59,93.59
vegan,Radishes With Avocado Dip From 'The VB6 Cookbook',american,19.88,71.62,42.65
vegan,Simple Kale Salad,american,52.89,93.69,116.43
vegan,Chickpea and Kale Curry,indian,34.63,104.0,98.87
vegan,Meat Lite: Portobello Burgers with Crispy Prosciutto and Arugula Mayo Recipe,mediterranean,85.6,123.67,87.8
vegan,Slow-Cooker Vegetarian Chili,american,53.11,279.09,7.67
vegan,Gluten-Free Tuesday: Graham Crackers Recipe,american,20.99,344.46,67.13
vegan,Braised Artichokes With Leeks and Peas From 'The New Vegetarian Cooking for Everyone',mediterranean,50.89,224.38,53.68
vegan,Apple Fennel Casserole with a Coconut-Turmeric Twist,italian,5.6,46.5,18.34
vegan,Healthy & Delicious: Tabbouleh Salad Recipe,middle eastern,27.75,136.96,57.17
vegan,Apricot Kuchen,american,71.48,744.37,79.76
vegan,"'The Food Matters Cookbook': Spicy Fried Rice with Bean Sprouts, Chicken, and Peanuts Recipe",south east asian,111.5,337.99,105.43
vegan,French Lentil and Arugula Salad with Herbed Cashew Cheese,french,175.8,371.72,229.85
vegan,Healthy & Delicious: Greek Orzo Salad Recipe,mediterranean,74.66,303.36,108.39
vegan,Sichuan-Style Braised Eggplant With Pickled Chilies and Garlic (Yu Xiang Qie Zi) Recipe,chinese,14.06,79.82,45.68
vegan,Roasted Strawberry Margaritas with Aquafaba Whip,world,38.66,291.21,15.16
vegan,"Butternut Squash, Kale, and Crunchy Pepitas Taco",american,41.35,123.69,102.21
vegan,Saag Paneer,indian,82.6,88.55,33.27
vegan,Kolkata Style Chickpea Rolls,american,39.57,203.13,154.75
vegan,The Occasional Vegetarian's Bibimbap,chinese,22.9,185.2,24.96
vegan,This Roasted Beet Hummus Recipe Can’t Be Beat,mediterranean,45.83,157.32,64.12
vegan,Persian Eggplant Stew // Khoresh Bademjan,south american,27.57,188.51,59.1
vegan,Healthy and Delicious: Mexican Potato Soup Recipe,mexican,12.18,86.8,1.45
vegan,Michael Natkin's Soba Noodles in Shiitake-Shoyu Broth with Spring Vegetables,japanese,128.8,494.56,102.46
vegan,Shauna James Ahern's Quinoa-Stuffed Peppers,south american,38.4,221.84,93.74
vegan,Braised Eggplant With Tofu in Garlic Sauce Recipe,asian,44.86,102.6,59.6
vegan,Coconut-Mango Rice Noodle Salad,asian,45.56,237.57,135.07
vegan,Blueberry Mug Cake,american,6.67,61.95,16.73
vegan,Recipe: Sesame Ginger Shrimp and Cabbage Stew,chinese,173.09,219.9,75.42
vegan,Pretzel- and Cashew-Crusted Tofu,asian,124.14,587.22,98.82
vegan,Hominy Stew Is Soul-Soothing on a Chilly Fall Morning,american,136.2,62.09,373.84
vegan,Black Bean and Butternut Squash Chili,american,63.6,221.25,29.06
vegan,Pasta e Fagioli (Pasta and Beans),italian,64.73,230.05,74.06
vegan,Tofu Bánh Mì,asian,88.99,201.36,131.58
vegan,Moosewood’s Classic Tofu Burgers,asian,166.91,108.07,215.9
vegan,Beef and Chinese Broccoli Chow Fun Recipe,chinese,127.79,432.09,139.84
vegan,Sara's Green Harissa,mediterranean,5.17,24.8,162.85
vegan,Black Bean Tostadas,south american,102.05,538.95,113.14
vegan,Quinoa Fried ‘Rice’,chinese,82.5,226.38,156.54
vegan,Phat Phrik Khing With Tofu and Long Beans (Thai Dry-Curry Stir-Fry) Recipe,south east asian,80.34,179.92,82.62
vegan,Corn and Coconut Salad,american,26.28,185.69,40.05
vegan,Crêpes with Chicken and Morels,mediterranean,106.42,116.25,173.88
vegan,French in a Flash: Campanelle with Eggplant Caviar Recipe,french,76.47,416.03,85.99
vegan,Apple-Chestnut Cornbread Stuffing,american,55.26,424.43,86.48
vegan,Wet Bean Burritos,mexican,136.76,434.28,68.66
vegan,Cook the Book: Pan-Roasted Striped Bass with Tunisian Chickpea Salad and Yogurt Sauce,american,236.43,225.35,203.05
vegan,"Scooped: Kaffir Lime, Ginger, Star Anise Sorbet Recipe",american,7.39,242.33,2.83
vegan,A Sweet Potato Burrito Packs Your Morning with Power,mexican,27.38,237.56,30.22
vegan,Sun Dried Tomato Yumballs,south east asian,95.79,135.95,117.94
vegan,Red Minestrone from 'Stewed',american,36.43,179.27,77.9
vegan,Healthy & Delicious: West African Vegetable Stew Recipe,american,47.57,291.86,27.71
vegan,Recipe: Roasted Sweet Potato Slices with Cilantro Pesto,italian,39.8,229.88,151.44
vegan,Mother-in-Law's Signature Kimchi from 'The Kimchi Cookbook',south east asian,89.53,150.15,20.36
vegan,"'Clean Start': Polenta Pizzas with Kale, Chard, and Parsley Pesto Recipe",italian,64.97,448.84,180.1
vegan,Old School French Onion Soup Gratinée,french,187.25,102.14,200.92
vegan,Recipe: Braised Coconut Spinach & Chickpeas with Lemon,american,57.94,161.09,108.55
vegan,"Gluten-Free Tuesday: Dairy-Free, Egg-Free Coconut-Pumpkin Pie Recipe",american,19.46,343.44,141.52
vegan,Recipe: Socca Flatbread with Spring Pesto and Salad,american,85.66,170.49,285.1
vegan,"Braised Chickpeas and Vegetables with Couscous, Harissa Yogurt, and Soft Eggs from 'Flour, Too'",american,118.52,330.85,107.74
vegan,Veggie Masala Burgers with Cilantro Chutney Aioli,indian,78.08,362.33,365.09
vegan,Curry Noodles With Chicken (Kuai-Tiao Kaeng Sai Kai) From 'Simple Thai Food',south east asian,219.17,398.38,298.2
vegan,"Crispy Fried Spinach with Tomato, Onion, Tamarind, and Yogurt Recipe",american,39.75,149.57,124.56
vegan,Sweet Potato–Chickpea-Quinoa Burgers,south american,122.26,381.65,275.06
vegan,Vegan S'mores,american,6.55,59.48,27.17
vegan,Vegan Chocolate Frosting | Vegan Chocolate | Vegetarian Chocolate,american,6.93,227.99,35.67
vegan,Vegan Candy | Vegan Chocolate | Vegetarian Chocolate,american,77.84,299.39,211.54
vegan,Vegan Thanksgiving Sandwich,american,34.66,41.97,24.09
vegan,Vegan BLT,american,26.6,57.13,55.22
vegan,Vegan Campfire Smores,american,26.2,237.91,108.67
vegan,Vegan Chocolate Ganache,american,8.48,114.52,95.53
vegan,White Pizza {Vegan},italian,72.6,279.01,87.99
vegan,Vegan Rice Krispie Squares,american,9.04,118.65,35.72
vegan,Vegan Spinach Balls,american,76.78,159.24,103.72
vegan,the best vegan cheesecake,american,63.31,346.83,174.07
vegan,Vegan Spaghetti,american,170.62,530.82,117.23
vegan,VEGAN COLESLAW,american,10.9,28.5,38.95
vegan,Vegan Eggnog,american,12.5,61.52,6.74
vegan,Vegan Stuffing,american,48.86,255.15,102.43
vegan,Gluten-free vegan hashbrowns,american,80.01,561.1,457.19
vegan,Vegan Ranch Dressing,american,4.9,13.07,93.73
vegan,Smoked Vegan Mac and Cheese,american,144.9,405.77,142.12
vegan,Vegan Eclairs,american,24.67,231.46,65.08
vegan,Vegan Beer Brats,american,315.1,112.22,86.61
vegan,Joey's Vegan Cream Cheese Frosting,american,15.39,115.03,88.13
vegan,Vegan Chocolate Pie,american,19.81,275.17,73.25
